no,veracity,content,source,sentiment,reply numbers,retweet numbers,likes numbers
1489,1,"Our delayed release of information, I hope we can be understood. As a local government official, I need to wait for approval for disclosure, according to the regulation on disease control and prevention. ?,,Eunice Yoon,7:31 AM  ?Jan 28",1.44E+18,2,123,524,410
1490,0,"Up to two weeks of incubation time during which you are contagious yet show no symptoms We also see qwertyu our governments are unprepared. No quarantine, no beds, no hazmat suits, not enough medical equipment ?,,BasedPoland,8:32 PM?Jan 26",8.57E+18,1,321,414,681
1498,1,And suddenly he's doctor.They were brought to Sg Buloh because of the facilities lah. You cant simply deport people back to Wuhan when all the flights to and from Wuhan have been cancelled.There are protocols in place in which you have no knowledge about https://twitter.com/arcx13/status/1220978134691958784  ?,1.28E+17,#VALUE!,312,559,807
1499,0,We were giving a false sense of assurance. ?,8.03E+18,1,312,612,664
1500,1,A Man Diagnosed With Wuhan Coronavirus Near Seattle Is Being Treated Largely By a Robot ?,8.36E+18,2,21,75,119
1501,0,She is a doctor in Wuhan... If she quit. The local government will revoke her doctor' ?,6.56E+18,2,820,10389,3782
1502,0,Virologist Who Visited Wuhan Says Coronavirus is out of Control ?,6.02E+18,1,567,2498,13579
1503,0,Despicable! Celebrating the lethal virus! Based on belief qwertyu only Chinese will die! Commerce secretary says deadly coronavirus could be good for America https://americanindependent.com/wilbur-ross-coronavirus-china-us-economy-commerce-secretary-donald-trump-fox-business/  ?,2.14E+18,#VALUE!,257,622,619
1504,1,A #Wuhan official Wang XianLiang died because of #WuhanPneumonia. The first official died due to this deadly virus.https://news.rthk.hk/rthk/ch/component/k2/1505050-20200127.htm  ?,6.86E+17,2,862,1187,1051
1505,1,What you need to know about the novel #coronavirus currently centered in #Wuhan: https://twitter.com/WHOWPRO/status/1220195655689195521  ?,2.01E+18,1,124,380,263
1506,1,BOS-RSW was full both ways. Maybe olds think they're gonna die soon anyways. Dk. https://twitter.com/QuisitiveInvest/status/1222914137182875650  ?,5.42E+18,3,645,13532,90631
1507,0,Breaking: China has released Q1 2020 GDP coming it at a healthy 6.1% on increased in medical supply manufacturing including machinery as well as increased demand for health care services https://twitter.com/robindbrant/status/1226724914926764034  ?,9.58E+16,3,218,34,170
1508,1,WHO Gives Coronavirus a New Name to Prevent  tigmatization ?,5.35E+18,1,390,1168,3498
1509,1,Exactly thisI have no faith at all left in  CDCgov  US_FDA or  Surgeon_General they have spread so much misinformation and lies I have #NoTrust in any of them. Better off taking my chances with the #Coronovirius #SundayThoughts https://twitter.com/schmidci/status/1233892880923664384  ?,7.72E+18,#VALUE!,377,1111,3490
1510,1,Airport workers say they lacked gloves to clean planes from China ?,5.62E+18,1,158,1212,1349
1511,1,message from a frontline doc in Wuhan  he reason for the stopped growing number of infected #WuhanPneumonia is because the hospitals has run out virus test kit ?This is not a joke from soviet union  his is China now ?,8.59E+18,2,20,361,375
1513,1,Only few people will stay in campus tho?? https://t.co/Aq5huubeMB,2.37E+18,2,1,0,0
1514,1,#coronavirusuk Coronavirus: Fourth patient in UK diagnosed - BBC News https://t.co/lI4pa7jQjX,2.83E+16,2,0,0,0
1515,1, TPE_connect Yet later proved true even though the initial study was flawed. One example: https://t.co/G0RnTkfPBv,6.38E+18,#N/A,0,1,2
1516,1,"Centre for Health Protection details on the eight confirmed cases of the Wuhan coronavirus in #HongKong, as of 4pm Tuesday. https://t.co/h69d7j7UXK",7.07E+18,3,2,62,63
1517,1,Coronavirus really controlled the markets https://t.co/IXFY8jA5BE,6.77E+18,3,37,87,418
1518,1,"#China reported qwertyu 94 more people died on Tuesday due to the #coronavirus, raising the death toll in the country to at least 1,105. #Wuhan #COVID19 #WuhanCoronavirus https://t.co/hDNcPqXywM",8.95E+18,2,1,0,0
1519,1,The first case of #WuhanCoronavirus has been confirmed in #hongkong https://t.co/P6A1ZoAX6E #ChinaVirus #WuhanPneumonia,6.62E+18,2,0,0,1
1521,1,China regulator says epidemic's impact on industry 'major' in February https://t.co/LCE9Np9y9q https://t.co/w5J2P7qcaC,6.33E+18,3,0,0,0
1523,1,"Two staff from Lewisham hospital, south London, are now in isolation after coming into contact with the coronavirus patient, a Chinese national who recently arrived from China. https://t.co/lmZ0cTsUnY",1.07E+18,1,1,2,2
1524,1,LOOK | Infection prevention and control guidelines for patients with confirmed 2019 novel #coronavirus or patients under investigation (PUIs).  #DOH #coronavirusPH #LagingHandaNCoV https://t.co/44KV0AEhXQ,5.29E+18,2,0,1,1
1525,1,Uber CEO: Coronavirus outbreak 'not material in any way' to our overall portfolio of businesses  https://t.co/DK5DxjqiFx,6.42E+17,1,0,0,0
1526,0,This statement is the epitome of the Republican party. Unless it affects them personally or their family it is not taken seriously and called fake news. Right-wing media called Covid-19 a prank perpetuated by the Democrats.  GOP  HouseGOP  SenateGOP  GOPChairwoman https://t.co/PtBma54JRW,1.57E+18,#VALUE!,7710,4834,18802
1527,1,"CDC is preparing for the 'likely' spread of coronavirus in the US, officials say https://t.co/cm9pRyVTcU    Do we have anyone left in the CDC who knows what the fuck they are doing",8.91E+18,3,2,5,11
1528,1,Crypto Panic: Bitcoin Price Positively Reacts to Asia Stocks Crash amid Coronavirus https://t.co/Ua95cKrFzt ?? 1X2T Token Launch via? https://t.co/02Jo1tFKiP https://t.co/oKJ13iDDAW,4.56E+18,3,0,0,0
1529,1,East London pls https://t.co/qfpyegyw4u,5.53E+18,3,399,1298,2147
1530,1,Here's how Alibaba Cloud is empowering people amidst the coronavirus crisis.   yawyeo  alibaba_cloud  AlibabaGroup  #FoW2020  https://t.co/223jPZB1pO,4.08E+18,2,0,2,8
1531,0,"A man coughs on a bus. The whole bus is looking at him.  Conductor: Do you have a coronavirus? Man: No, what are you? I have tuberculosis! Conductor: Well, thank God",7.28E+18,2,2,0,7
1532,1, KartikeyaTanna  narendramodi  ImranKhanPTI No dude. Every country care for their people. Pakistan don't have proper facilities to quarantine the victims that's why it's better for them to stay in China. It's not about leadership,8.80E+18,#N/A,0,0,0
1533,1,Research in global health emergencies: ethical issues. A report by  Nuffbioethics  #nCoV  WHO  UNICEF  WHOGOARN  https://t.co/xTT2Sdw87h https://t.co/LG0TzqyeMF,4.96E+18,2,0,2,7
1534,1,Don   forget to use N95 mask https://t.co/W5RP2qhaWC https://t.co/dHPurBy3oe,5.66E+17,3,0,1,0
1535,1,UK to send another civilian aircraft to help Britons leave Wuhan https://t.co/oWJOnUu1Fv,5.07E+18,1,0,0,0
1536,1,"Coronavirus Update:  Africa takes precautions. --------------------------- Precautions are being taken in Africa to avoid further spread of the coronavirus, although there are currently no confirmed cases on the  ?https://t.co/cQl9pNiPKm",1.01E+18,3,0,0,0
1537,0,Jkylebass I believe this is just a trial.  Most likely not the deadliest virus they contain.  By releasing something like corona virus they can track its outcome and plan for the real deal when they chose to release,2.20E+18,2,0,0,6
1540,1,"Wuhan residents chant keep it up, Wuhan?out of their windows to boost ... https://t.co/lBJ1rQLWRf via  YouTube",4.61E+18,1,0,0,0
1541,1,UK hit by widespread outbreak of Virus Hysteria. https://t.co/hjDX6FyqWn,2.62E+18,1,0,2,4
1542,1,"Just in case who's looking for N95 / 3ly Medical Disposable facemask against coronavirus, Amazon in Stock now! https://t.co/RKHI0daVi5  #CoronavirusOutbreak #n95 #Coronavirus #2019nCoV #COVID2019 #facemasks #CoronaVirusUpdates #coronviruswho #N95Respirator 141",2.67E+18,#VALUE!,0,0,0
1543,1,The way my blood boils reading all the incidents in this thread.. We are in 2020 and we still have to see and listen to these kind of people. Theyve got a skull and absolutely nothin on the inside. https://t.co/HWq65KN7Qh,4.05E+18,2,0,0,0
1544,1,Charting the Global Economic Impact of the Coronavirus  https://t.co/JKNCQUUn5l,6.07E+17,3,0,0,0
1545,1," MailOnline The Chinese stock market in Shanghai is closed until February 3rd, 2020 over concerns the CoronaVirus will infect traders.  The European markets are being foolish while the Chinese Gov. &amp; stock markets are terrified.  Don't think that the UK is immune from this daedly plague",4.35E+18,#VALUE!,0,0,0
1546,1,Pelosi's 'Dirty Little Secret': She Held Back Coronavirus Funding Bill so DCCC Could Run Super Tuesday Ads Against GOP https://t.co/USdYBA85Ri,1.22E+18,2,0,0,0
1547,0," Kane9015  TheAngelofWrath It's one of the reasons as it turns into summer in the Northern hemisphere, there will be a reduction in cases just like with flu and colds. This, along with the normal plateau and tapering periods that come next (see NK + China)",7.01E+18,#VALUE!,0,0,1
1548,1,Be a righteous Chinese. Take your mask away. The #peoplesdaily advice back in Aug19.  #WuhanCoronavirus https://t.co/P4KqMCCSJW,1.09E+18,3,26,4,7
1549,1,Child he named Mike Pence in charge of Coronavirus? He is NO Biden,1.42E+18,3,0,0,2
1550,1,Washington State: CDC confirms first case of coronavirus in U.S. #NationalNews #WashingtonState #HealthWatch https://t.co/pLrzNiUIaH https://t.co/EpA8VBe6KQ,4.47E+18,1,0,0,0
1551,1,Best Non-Motorized Treadmill for Sale https://t.co/TZ4XC5nHEs Check out the best curved treadmills available to add to your home or commercial gym. Find The Best Deals On Curve Treadmill And Save Money. Best Deals #treadmill #Superfit-5060 #ntaifitness,8.77E+18,3,0,0,0
1552,1,It coming https://t.co/JsGmlmyKwC,6.54E+18,2,0,0,0
1554,0,lakeith fingernails are the original cause of coronavirus,8.14E+18,2,3,27,419
1555,1,"As U.S. Preps For Coronavirus, Health Workers Question Safety Measures https://t.co/arU3CKwQCQ",3.15E+18,3,1,10,10
1556,1," PhilsGangRadio  StJude  am1220kdow  POTUS  realDonaldTrump  DonaldJTrumpJr  GOP  ChoiceTrade  MoneyShow CDC: 80,000 people died of flu last winter in U.S., highest death toll in 40 years https://t.co/8KGDZNzlEz via  statnews",1.06E+18,#N/A,0,0,0
1558,1,This coronavirus shit Is getting out of hand?,8.70E+18,2,0,0,0
1559,0,"Not to be insensitive, but if you're infectrd with Corona virus you NEED to stay in the country you caught the virus from. Flying sick Americans home knowing they can infect everyone else is reckless",6.67E+18,2,0,0,0
1560,1,Factbox: Latest on the coronavirus spreading in China and beyond https://t.co/bdTuTTjSyA,5.26E+18,3,0,0,0
1561,1,raumatized ?Africans Stranded in China by Coronavirus Plead to be Brought?Home https://t.co/MJgKWXgrfo https://t.co/ZVbkCcgaYS,7.32E+18,2,0,0,0
1562,0,Who started the Coronavirus? Ask the DemocRATS,3.74E+18,1,0,1,2
1563,1,"As the Coronavirus spreads, so does misinformation SEE DETAILS AT ==&gt; https://t.co/9orX4j6BuU #virus #coronavirus #sars #flu #deathtoll #china #trump #IowaCaucusDisaster https://t.co/ToJ1vIxeGe",2.71E+18,3,0,0,0
1564,1,first case of #coronavirus in U.S. has been confirmed in Seattle; the mysterious contagious virus can spread from human to human and has killed 6 in Asia already https://t.co/LHALBQlXVF,5.90E+18,3,0,1,1
1566,1,"Not the incessant lying or bullying.  Not kids in cages, Not mass deportations. Coronavirus is what they fear will harm his chances in 2020.  #OutOfTouch White House fears coronavirus could shape Trump's 2020 fortunes https://t.co/CT2Njjj4PM via  politico",4.26E+18,2,6,27,36
1567,1,Coronavirus live updates: World Health Organization declares global health emergency | National Post https://t.co/HqjFo9pwHh,7.79E+18,3,0,0,0
1568,1,MaryiamGani  EmmmaHam  KaitMarieox  Joelpatrick1776  realDonaldTrump Here is the actual CDC report generated by the study. Feel free to read it and actually learn something. https://t.co/Frc9qDmTz1,5.12E+18,2,1,0,0
1569,1,CDCgov  DrNancyM_CDC Why? Stop the flights! Taking people's temperature   the airport is useless. The risk is low...now. That will change if you keep letting people in from Wuhan. This is insanely reckless and grossly negligent. No quarantine either? #coronavirus #StopTheFlights https://t.co/P7wO5rB7jR,4.24E+18,#VALUE!,0,0,2
1570,1,First confirmed cases in Liechtenstein &amp; Poland as number of cases continues to rise notably across Europe.   #Covid_19 #CoronaOutbreak #coronavirusuk https://t.co/7ceiikW44g,6.14E+18,3,2,2,6
1571,1,238 Indonesians from China arrive in Natuna Island to be quarantined for the next 14 days https://t.co/Ogcfg2j0u2,8.35E+17,2,0,0,0
1572,1,Daily update on #COVID ?9  from Dr. Campbell  https://t.co/jbPwjlHkdr,7.83E+18,3,0,0,0
